attributes,geometry
"{'OBJECTID': 273, 'Province_State': 'Mizoram', 'Country_Region': 'India', 'Last_Update': 1616502373000, 'Lat': 23.309381, 'Long_': 92.83822, 'Confirmed': 4451, 'Recovered': 4423, 'Deaths': 11, 'Active': 17, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Mizoram, India'}","{'x': 92.83822000000004, 'y': 23.30938100000003}"
"{'OBJECTID': 274, 'Province_State': 'Nagaland', 'Country_Region': 'India', 'Last_Update': 1616502373000, 'Lat': 26.06702, 'Long_': 94.470302, 'Confirmed': 12225, 'Recovered': 12132, 'Deaths': 91, 'Active': 2, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Nagaland, India'}","{'x': 94.47030200000006, 'y': 26.06702000000007}"
"{'OBJECTID': 275, 'Province_State': 'Odisha', 'Country_Region': 'India', 'Last_Update': 1616502373000, 'Lat': 20.505428, 'Long_': 84.418059, 'Confirmed': 338963, 'Recovered': 336206, 'Deaths': 1919, 'Active': 838, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Odisha, India'}","{'x': 84.41805900000008, 'y': 20.50542800000005}"
"{'OBJECTID': 276, 'Province_State': 'Puducherry', 'Country_Region': 'India', 'Last_Update': 1616502373000, 'Lat': 11.882658, 'Long_': 78.86498, 'Confirmed': 40433, 'Recovered': 39521, 'Deaths': 676, 'Active': 236, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Puducherry, India'}","{'x': 78.86498000000006, 'y': 11.882658000000047}"
"{'OBJECTID': 277, 'Province_State': 'Punjab', 'Country_Region': 'India', 'Last_Update': 1616502373000, 'Lat': 30.841465, 'Long_': 75.40879, 'Confirmed': 215409, 'Recovered': 190399, 'Deaths': 6382, 'Active': 18628, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Punjab, India'}","{'x': 75.40879000000007, 'y': 30.841465000000028}"
"{'OBJECTID': 278, 'Province_State': 'Rajasthan', 'Country_Region': 'India', 'Last_Update': 1616502373000, 'Lat': 26.583423, 'Long_': 73.847973, 'Confirmed': 326026, 'Recovered': 319217, 'Deaths': 2803, 'Active': 4006, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Rajasthan, India'}","{'x': 73.84797300000008, 'y': 26.58342300000004}"
"{'OBJECTID': 279, 'Province_State': 'Sikkim', 'Country_Region': 'India', 'Last_Update': 1616502373000, 'Lat': 27.571671, 'Long_': 88.472712, 'Confirmed': 6206, 'Recovered': 6022, 'Deaths': 135, 'Active': 49, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Sikkim, India'}","{'x': 88.47271200000006, 'y': 27.57167100000004}"
"{'OBJECTID': 280, 'Province_State': 'Tamil Nadu', 'Country_Region': 'India', 'Last_Update': 1616502373000, 'Lat': 11.006091, 'Long_': 78.400624, 'Confirmed': 868367, 'Recovered': 847139, 'Deaths': 12609, 'Active': 8619, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Tamil Nadu, India'}","{'x': 78.40062400000005, 'y': 11.006091000000026}"
"{'OBJECTID': 281, 'Province_State': 'Telangana', 'Country_Region': 'India', 'Last_Update': 1616502373000, 'Lat': 18.1124, 'Long_': 79.0193, 'Confirmed': 303867, 'Recovered': 299042, 'Deaths': 1674, 'Active': 3151, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Telangana, India'}","{'x': 79.01930000000004, 'y': 18.112400000000036}"
"{'OBJECTID': 282, 'Province_State': 'Tripura', 'Country_Region': 'India', 'Last_Update': 1616502373000, 'Lat': 23.746783, 'Long_': 91.743565, 'Confirmed': 33470, 'Recovered': 33044, 'Deaths': 392, 'Active': 34, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Tripura, India'}","{'x': 91.74356500000005, 'y': 23.74678300000005}"
"{'OBJECTID': 283, 'Province_State': 'Unknown', 'Country_Region': 'India', 'Last_Update': 1616502373000, 'Lat': None, 'Long_': None, 'Confirmed': 0, 'Recovered': 0, 'Deaths': 0, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Unknown, India'}",
"{'OBJECTID': 284, 'Province_State': 'Uttar Pradesh', 'Country_Region': 'India', 'Last_Update': 1616502373000, 'Lat': 26.925425, 'Long_': 80.560982, 'Confirmed': 608076, 'Recovered': 595920, 'Deaths': 8760, 'Active': 3396, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Uttar Pradesh, India'}","{'x': 80.56098200000008, 'y': 26.925425000000075}"
"{'OBJECTID': 285, 'Province_State': 'Uttarakhand', 'Country_Region': 'India', 'Last_Update': 1616502373000, 'Lat': 30.156447, 'Long_': 79.197608, 'Confirmed': 98552, 'Recovered': 95954, 'Deaths': 1704, 'Active': 894, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Uttarakhand, India'}","{'x': 79.19760800000006, 'y': 30.15644700000007}"
"{'OBJECTID': 286, 'Province_State': 'West Bengal', 'Country_Region': 'India', 'Last_Update': 1616502373000, 'Lat': 23.814082, 'Long_': 87.979803, 'Confirmed': 580999, 'Recovered': 567117, 'Deaths': 10308, 'Active': 3574, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'West Bengal, India'}","{'x': 87.97980300000006, 'y': 23.81408200000004}"
"{'OBJECTID': 287, 'Province_State': None, 'Country_Region': 'Indonesia', 'Last_Update': 1616502373000, 'Lat': -0.7893, 'Long_': 113.9213, 'Confirmed': 1471225, 'Recovered': 1304921, 'Deaths': 39865, 'Active': 126439, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Indonesia'}","{'x': 113.92130000000007, 'y': -0.7892999999999688}"
"{'OBJECTID': 288, 'Province_State': None, 'Country_Region': 'Iran', 'Last_Update': 1616502373000, 'Lat': 32.427908, 'Long_': 53.688046, 'Confirmed': 1808422, 'Recovered': 1549649, 'Deaths': 61877, 'Active': 196896, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Iran'}","{'x': 53.68804600000004, 'y': 32.42790800000006}"
"{'OBJECTID': 289, 'Province_State': None, 'Country_Region': 'Iraq', 'Last_Update': 1616502373000, 'Lat': 33.223191, 'Long_': 43.679291, 'Confirmed': 798547, 'Recovered': 719161, 'Deaths': 14036, 'Active': 65350, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Iraq'}","{'x': 43.679291000000035, 'y': 33.22319100000004}"
"{'OBJECTID': 290, 'Province_State': None, 'Country_Region': 'Ireland', 'Last_Update': 1616502373000, 'Lat': 53.1424, 'Long_': -7.6921, 'Confirmed': 231119, 'Recovered': 23364, 'Deaths': 4588, 'Active': 203167, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Ireland'}","{'x': -7.692099999999924, 'y': 53.142400000000066}"
"{'OBJECTID': 291, 'Province_State': None, 'Country_Region': 'Israel', 'Last_Update': 1616502373000, 'Lat': 31.046051, 'Long_': 34.851612, 'Confirmed': 829288, 'Recovered': 808495, 'Deaths': 6114, 'Active': 14679, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Israel'}","{'x': 34.851612000000046, 'y': 31.04605100000003}"
"{'OBJECTID': 292, 'Province_State': 'Abruzzo', 'Country_Region': 'Italy', 'Last_Update': 1616502373000, 'Lat': 42.35122196, 'Long_': 13.39843823, 'Confirmed': 62714, 'Recovered': 49623, 'Deaths': 2023, 'Active': 11068, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Abruzzo, Italy'}","{'x': 13.398438230000068, 'y': 42.35122196000003}"
"{'OBJECTID': 293, 'Province_State': 'Basilicata', 'Country_Region': 'Italy', 'Last_Update': 1616502373000, 'Lat': 40.63947052, 'Long_': 15.80514834, 'Confirmed': 18382, 'Recovered': 13504, 'Deaths': 419, 'Active': 4459, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Basilicata, Italy'}","{'x': 15.805148340000072, 'y': 40.63947052000003}"
"{'OBJECTID': 294, 'Province_State': 'Calabria', 'Country_Region': 'Italy', 'Last_Update': 1616502373000, 'Lat': 38.90597598, 'Long_': 16.59440194, 'Confirmed': 43667, 'Recovered': 34181, 'Deaths': 775, 'Active': 8711, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Calabria, Italy'}","{'x': 16.59440194000007, 'y': 38.90597598000005}"
"{'OBJECTID': 295, 'Province_State': 'Campania', 'Country_Region': 'Italy', 'Last_Update': 1616502373000, 'Lat': 40.83956555, 'Long_': 14.25084984, 'Confirmed': 320305, 'Recovered': 216036, 'Deaths': 4940, 'Active': 99329, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Campania, Italy'}","{'x': 14.250849840000058, 'y': 40.83956555000003}"
"{'OBJECTID': 296, 'Province_State': 'Emilia-Romagna', 'Country_Region': 'Italy', 'Last_Update': 1616502373000, 'Lat': 44.49436681, 'Long_': 11.3417208, 'Confirmed': 319080, 'Recovered': 232841, 'Deaths': 11468, 'Active': 74771, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Emilia-Romagna, Italy'}","{'x': 11.341720800000076, 'y': 44.49436681000003}"
"{'OBJECTID': 297, 'Province_State': 'Friuli Venezia Giulia', 'Country_Region': 'Italy', 'Last_Update': 1616502373000, 'Lat': 45.6494354, 'Long_': 13.76813649, 'Confirmed': 92060, 'Recovered': 72547, 'Deaths': 3144, 'Active': 16369, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Friuli Venezia Giulia, Italy'}","{'x': 13.768136490000074, 'y': 45.64943540000007}"
"{'OBJECTID': 298, 'Province_State': 'Lazio', 'Country_Region': 'Italy', 'Last_Update': 1616502373000, 'Lat': 41.89277044, 'Long_': 12.48366722, 'Confirmed': 269729, 'Recovered': 214853, 'Deaths': 6374, 'Active': 48502, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Lazio, Italy'}","{'x': 12.483667220000028, 'y': 41.89277044000005}"
"{'OBJECTID': 299, 'Province_State': 'Liguria', 'Country_Region': 'Italy', 'Last_Update': 1616502373000, 'Lat': 44.41149315, 'Long_': 8.9326992, 'Confirmed': 85433, 'Recovered': 75606, 'Deaths': 3803, 'Active': 6024, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Liguria, Italy'}","{'x': 8.932699200000059, 'y': 44.41149315000007}"
"{'OBJECTID': 300, 'Province_State': 'Lombardia', 'Country_Region': 'Italy', 'Last_Update': 1616502373000, 'Lat': 45.46679409, 'Long_': 9.190347404, 'Confirmed': 700025, 'Recovered': 571586, 'Deaths': 29876, 'Active': 98563, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Lombardia, Italy'}","{'x': 9.190347404000022, 'y': 45.466794090000064}"
"{'OBJECTID': 301, 'Province_State': 'Marche', 'Country_Region': 'Italy', 'Last_Update': 1616502373000, 'Lat': 43.61675973, 'Long_': 13.5188753, 'Confirmed': 83438, 'Recovered': 70964, 'Deaths': 2512, 'Active': 9962, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Marche, Italy'}","{'x': 13.518875300000047, 'y': 43.61675973000007}"
"{'OBJECTID': 302, 'Province_State': 'Molise', 'Country_Region': 'Italy', 'Last_Update': 1616502373000, 'Lat': 41.55774754, 'Long_': 14.65916051, 'Confirmed': 11998, 'Recovered': 10270, 'Deaths': 422, 'Active': 1306, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Molise, Italy'}","{'x': 14.659160510000047, 'y': 41.55774754000004}"
"{'OBJECTID': 303, 'Province_State': 'P.A. Bolzano', 'Country_Region': 'Italy', 'Last_Update': 1616502373000, 'Lat': 46.49933453, 'Long_': 11.35662422, 'Confirmed': 57163, 'Recovered': 52754, 'Deaths': 1101, 'Active': 999, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'P.A. Bolzano, Italy'}","{'x': 11.356624220000072, 'y': 46.499334530000056}"
"{'OBJECTID': 304, 'Province_State': 'P.A. Trento', 'Country_Region': 'Italy', 'Last_Update': 1616502373000, 'Lat': 46.06893511, 'Long_': 11.12123097, 'Confirmed': 39473, 'Recovered': 34704, 'Deaths': 1261, 'Active': 3508, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'P.A. Trento, Italy'}","{'x': 11.121230970000056, 'y': 46.06893511000004}"
"{'OBJECTID': 305, 'Province_State': 'Piemonte', 'Country_Region': 'Italy', 'Last_Update': 1616502373000, 'Lat': 45.0732745, 'Long_': 7.680687483, 'Confirmed': 290436, 'Recovered': 245605, 'Deaths': 9948, 'Active': 34883, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Piemonte, Italy'}","{'x': 7.680687483000042, 'y': 45.073274500000025}"
"{'OBJECTID': 306, 'Province_State': 'Puglia', 'Country_Region': 'Italy', 'Last_Update': 1616502373000, 'Lat': 41.12559576, 'Long_': 16.86736689, 'Confirmed': 177373, 'Recovered': 129898, 'Deaths': 4485, 'Active': 42990, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Puglia, Italy'}","{'x': 16.867366890000028, 'y': 41.12559576000007}"
"{'OBJECTID': 307, 'Province_State': 'Sardegna', 'Country_Region': 'Italy', 'Last_Update': 1616502373000, 'Lat': 39.21531192, 'Long_': 9.110616306, 'Confirmed': 43418, 'Recovered': 29120, 'Deaths': 1214, 'Active': 13084, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Sardegna, Italy'}","{'x': 9.110616306000054, 'y': 39.21531192000003}"
"{'OBJECTID': 308, 'Province_State': 'Sicilia', 'Country_Region': 'Italy', 'Last_Update': 1616502373000, 'Lat': 38.11569725, 'Long_': 13.3623567, 'Confirmed': 166505, 'Recovered': 145436, 'Deaths': 4451, 'Active': 16618, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Sicilia, Italy'}","{'x': 13.362356700000078, 'y': 38.11569725000004}"
"{'OBJECTID': 309, 'Province_State': 'Toscana', 'Country_Region': 'Italy', 'Last_Update': 1616502373000, 'Lat': 43.76923077, 'Long_': 11.25588885, 'Confirmed': 183496, 'Recovered': 151599, 'Deaths': 5118, 'Active': 26779, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Toscana, Italy'}","{'x': 11.255888850000076, 'y': 43.76923077000003}"
"{'OBJECTID': 310, 'Province_State': 'Umbria', 'Country_Region': 'Italy', 'Last_Update': 1616502373000, 'Lat': 43.10675841, 'Long_': 12.38824698, 'Confirmed': 49295, 'Recovered': 42679, 'Deaths': 1213, 'Active': 5403, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Umbria, Italy'}","{'x': 12.388246980000076, 'y': 43.106758410000054}"
"{'OBJECTID': 311, 'Province_State': ""Valle d'Aosta"", 'Country_Region': 'Italy', 'Last_Update': 1616502373000, 'Lat': 45.73750286, 'Long_': 7.320149366, 'Confirmed': 8655, 'Recovered': 7671, 'Deaths': 419, 'Active': 565, 'Admin2': None, 'FIPS': None, 'Combined_Key': ""Valle d'Aosta, Italy""}","{'x': 7.320149366000067, 'y': 45.73750286000006}"
"{'OBJECTID': 312, 'Province_State': 'Veneto', 'Country_Region': 'Italy', 'Last_Update': 1616502373000, 'Lat': 45.43490485, 'Long_': 12.33845213, 'Confirmed': 367536, 'Recovered': 318000, 'Deaths': 10362, 'Active': 39174, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Veneto, Italy'}","{'x': 12.338452130000064, 'y': 45.434904850000066}"
"{'OBJECTID': 313, 'Province_State': None, 'Country_Region': 'Jamaica', 'Last_Update': 1616502373000, 'Lat': 18.1096, 'Long_': -77.2975, 'Confirmed': 35896, 'Recovered': 16309, 'Deaths': 536, 'Active': 19051, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Jamaica'}","{'x': -77.29749999999996, 'y': 18.109600000000057}"
"{'OBJECTID': 314, 'Province_State': 'Aichi', 'Country_Region': 'Japan', 'Last_Update': 1616502373000, 'Lat': 35.035551, 'Long_': 137.211621, 'Confirmed': 26839, 'Recovered': 25665, 'Deaths': 569, 'Active': 605, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Aichi, Japan'}","{'x': 137.21162100000004, 'y': 35.035551000000055}"
"{'OBJECTID': 315, 'Province_State': 'Akita', 'Country_Region': 'Japan', 'Last_Update': 1616502373000, 'Lat': 39.748679, 'Long_': 140.408228, 'Confirmed': 278, 'Recovered': 262, 'Deaths': 6, 'Active': 10, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Akita, Japan'}","{'x': 140.408228, 'y': 39.74867900000004}"
"{'OBJECTID': 316, 'Province_State': 'Aomori', 'Country_Region': 'Japan', 'Last_Update': 1616502373000, 'Lat': 40.781541, 'Long_': 140.828896, 'Confirmed': 902, 'Recovered': 821, 'Deaths': 20, 'Active': 61, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Aomori, Japan'}","{'x': 140.8288960000001, 'y': 40.78154100000006}"
"{'OBJECTID': 317, 'Province_State': 'Chiba', 'Country_Region': 'Japan', 'Last_Update': 1616502373000, 'Lat': 35.510141, 'Long_': 140.198917, 'Confirmed': 28826, 'Recovered': 27116, 'Deaths': 542, 'Active': 1168, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Chiba, Japan'}","{'x': 140.19891700000005, 'y': 35.51014100000003}"
"{'OBJECTID': 318, 'Province_State': 'Ehime', 'Country_Region': 'Japan', 'Last_Update': 1616502373000, 'Lat': 33.624835, 'Long_': 132.856842, 'Confirmed': 1113, 'Recovered': 1043, 'Deaths': 24, 'Active': 46, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Ehime, Japan'}","{'x': 132.85684200000003, 'y': 33.624835000000076}"
"{'OBJECTID': 319, 'Province_State': 'Fukui', 'Country_Region': 'Japan', 'Last_Update': 1616502373000, 'Lat': 35.846614, 'Long_': 136.224654, 'Confirmed': 553, 'Recovered': 521, 'Deaths': 25, 'Active': 7, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Fukui, Japan'}","{'x': 136.2246540000001, 'y': 35.846614000000045}"
"{'OBJECTID': 320, 'Province_State': 'Fukuoka', 'Country_Region': 'Japan', 'Last_Update': 1616502373000, 'Lat': 33.526032, 'Long_': 130.666949, 'Confirmed': 18813, 'Recovered': 17999, 'Deaths': 332, 'Active': 482, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Fukuoka, Japan'}","{'x': 130.66694900000005, 'y': 33.52603200000004}"
"{'OBJECTID': 321, 'Province_State': 'Fukushima', 'Country_Region': 'Japan', 'Last_Update': 1616502373000, 'Lat': 37.378867, 'Long_': 140.223295, 'Confirmed': 2337, 'Recovered': 1957, 'Deaths': 103, 'Active': 277, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Fukushima, Japan'}","{'x': 140.22329500000012, 'y': 37.37886700000007}"
"{'OBJECTID': 322, 'Province_State': 'Gifu', 'Country_Region': 'Japan', 'Last_Update': 1616502373000, 'Lat': 35.778671, 'Long_': 137.055925, 'Confirmed': 4734, 'Recovered': 4652, 'Deaths': 118, 'Active': -36, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Gifu, Japan'}","{'x': 137.05592500000012, 'y': 35.77867100000003}"
"{'OBJECTID': 323, 'Province_State': 'Gunma', 'Country_Region': 'Japan', 'Last_Update': 1616502373000, 'Lat': 36.504479, 'Long_': 138.985605, 'Confirmed': 4850, 'Recovered': 4559, 'Deaths': 98, 'Active': 193, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Gunma, Japan'}","{'x': 138.98560500000008, 'y': 36.50447900000006}"
"{'OBJECTID': 324, 'Province_State': 'Hiroshima', 'Country_Region': 'Japan', 'Last_Update': 1616502373000, 'Lat': 34.605309, 'Long_': 132.788719, 'Confirmed': 5092, 'Recovered': 4940, 'Deaths': 104, 'Active': 48, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Hiroshima, Japan'}","{'x': 132.788719, 'y': 34.605309000000034}"
"{'OBJECTID': 325, 'Province_State': 'Hokkaido', 'Country_Region': 'Japan', 'Last_Update': 1616502373000, 'Lat': 43.385711, 'Long_': 142.552318, 'Confirmed': 20456, 'Recovered': 18969, 'Deaths': 735, 'Active': 752, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Hokkaido, Japan'}","{'x': 142.552318, 'y': 43.38571100000007}"
"{'OBJECTID': 326, 'Province_State': 'Hyogo', 'Country_Region': 'Japan', 'Last_Update': 1616502373000, 'Lat': 35.039913, 'Long_': 134.828057, 'Confirmed': 19076, 'Recovered': 17663, 'Deaths': 579, 'Active': 834, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Hyogo, Japan'}","{'x': 134.82805700000006, 'y': 35.03991300000007}"
"{'OBJECTID': 327, 'Province_State': 'Ibaraki', 'Country_Region': 'Japan', 'Last_Update': 1616502373000, 'Lat': 36.303588, 'Long_': 140.319591, 'Confirmed': 6457, 'Recovered': 5977, 'Deaths': 125, 'Active': 355, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Ibaraki, Japan'}","{'x': 140.31959100000006, 'y': 36.30358800000005}"
"{'OBJECTID': 328, 'Province_State': 'Ishikawa', 'Country_Region': 'Japan', 'Last_Update': 1616502373000, 'Lat': 36.769464, 'Long_': 136.771027, 'Confirmed': 1898, 'Recovered': 1813, 'Deaths': 65, 'Active': 20, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Ishikawa, Japan'}","{'x': 136.77102700000012, 'y': 36.769464000000035}"
"{'OBJECTID': 329, 'Province_State': 'Iwate', 'Country_Region': 'Japan', 'Last_Update': 1616502373000, 'Lat': 39.593287, 'Long_': 141.361777, 'Confirmed': 589, 'Recovered': 532, 'Deaths': 30, 'Active': 27, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Iwate, Japan'}","{'x': 141.36177700000007, 'y': 39.59328700000003}"
"{'OBJECTID': 330, 'Province_State': 'Kagawa', 'Country_Region': 'Japan', 'Last_Update': 1616502373000, 'Lat': 34.217292, 'Long_': 133.969047, 'Confirmed': 776, 'Recovered': 741, 'Deaths': 18, 'Active': 17, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Kagawa, Japan'}","{'x': 133.96904700000005, 'y': 34.21729200000004}"
"{'OBJECTID': 331, 'Province_State': 'Kagoshima', 'Country_Region': 'Japan', 'Last_Update': 1616502373000, 'Lat': 31.009484, 'Long_': 130.430665, 'Confirmed': 1775, 'Recovered': 1760, 'Deaths': 30, 'Active': -15, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Kagoshima, Japan'}","{'x': 130.4306650000001, 'y': 31.009484000000043}"
"{'OBJECTID': 332, 'Province_State': 'Kanagawa', 'Country_Region': 'Japan', 'Last_Update': 1616502373000, 'Lat': 35.415312, 'Long_': 139.338983, 'Confirmed': 47270, 'Recovered': 45410, 'Deaths': 773, 'Active': 1087, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Kanagawa, Japan'}","{'x': 139.3389830000001, 'y': 35.41531200000003}"
"{'OBJECTID': 333, 'Province_State': 'Kochi', 'Country_Region': 'Japan', 'Last_Update': 1616502373000, 'Lat': 33.422519, 'Long_': 133.367307, 'Confirmed': 910, 'Recovered': 883, 'Deaths': 19, 'Active': 8, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Kochi, Japan'}","{'x': 133.3673070000001, 'y': 33.42251900000008}"
"{'OBJECTID': 334, 'Province_State': 'Kumamoto', 'Country_Region': 'Japan', 'Last_Update': 1616502373000, 'Lat': 32.608154, 'Long_': 130.745231, 'Confirmed': 3496, 'Recovered': 3396, 'Deaths': 75, 'Active': 25, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Kumamoto, Japan'}","{'x': 130.7452310000001, 'y': 32.60815400000007}"
"{'OBJECTID': 335, 'Province_State': 'Kyoto', 'Country_Region': 'Japan', 'Last_Update': 1616502373000, 'Lat': 35.253815, 'Long_': 135.443341, 'Confirmed': 9295, 'Recovered': 8988, 'Deaths': 165, 'Active': 142, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Kyoto, Japan'}","{'x': 135.44334100000003, 'y': 35.25381500000003}"
