attributes,geometry
"{'OBJECTID': 396, 'Province_State': 'Coahuila', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 27.0587, 'Long_': -101.7068, 'Confirmed': 66070, 'Recovered': 0, 'Deaths': 5812, 'Active': 60258, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Coahuila, Mexico'}","{'x': -101.7068, 'y': 27.058700000000044}"
"{'OBJECTID': 397, 'Province_State': 'Colima', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 19.1223, 'Long_': -104.0072, 'Confirmed': 10717, 'Recovered': 0, 'Deaths': 1128, 'Active': 9589, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Colima, Mexico'}","{'x': -104.00719999999995, 'y': 19.122300000000052}"
"{'OBJECTID': 398, 'Province_State': 'Durango', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 24.5593, 'Long_': -104.6588, 'Confirmed': 31884, 'Recovered': 0, 'Deaths': 2199, 'Active': 29685, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Durango, Mexico'}","{'x': -104.6588, 'y': 24.559300000000064}"
"{'OBJECTID': 399, 'Province_State': 'Guanajuato', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 21.019, 'Long_': -101.2574, 'Confirmed': 125374, 'Recovered': 0, 'Deaths': 9747, 'Active': 115627, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Guanajuato, Mexico'}","{'x': -101.25739999999996, 'y': 21.019000000000062}"
"{'OBJECTID': 400, 'Province_State': 'Guerrero', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 17.4392, 'Long_': -99.5451, 'Confirmed': 37039, 'Recovered': 0, 'Deaths': 3960, 'Active': 33079, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Guerrero, Mexico'}","{'x': -99.54509999999999, 'y': 17.439200000000028}"
"{'OBJECTID': 401, 'Province_State': 'Hidalgo', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 20.0911, 'Long_': -98.7624, 'Confirmed': 36100, 'Recovered': 0, 'Deaths': 5756, 'Active': 30344, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Hidalgo, Mexico'}","{'x': -98.76239999999996, 'y': 20.09110000000004}"
"{'OBJECTID': 402, 'Province_State': 'Jalisco', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 20.6595, 'Long_': -103.3494, 'Confirmed': 81499, 'Recovered': 0, 'Deaths': 11158, 'Active': 70341, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Jalisco, Mexico'}","{'x': -103.34939999999996, 'y': 20.659500000000037}"
"{'OBJECTID': 403, 'Province_State': 'Mexico', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 19.4969, 'Long_': -99.7233, 'Confirmed': 228864, 'Recovered': 0, 'Deaths': 30657, 'Active': 198207, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Mexico, Mexico'}","{'x': -99.72329999999994, 'y': 19.49690000000004}"
"{'OBJECTID': 404, 'Province_State': 'Michoacan', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 19.5665, 'Long_': -101.7068, 'Confirmed': 44587, 'Recovered': 0, 'Deaths': 4963, 'Active': 39624, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Michoacan, Mexico'}","{'x': -101.7068, 'y': 19.566500000000076}"
"{'OBJECTID': 405, 'Province_State': 'Morelos', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 18.6813, 'Long_': -99.1013, 'Confirmed': 29000, 'Recovered': 0, 'Deaths': 2558, 'Active': 26442, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Morelos, Mexico'}","{'x': -99.10129999999998, 'y': 18.681300000000025}"
"{'OBJECTID': 406, 'Province_State': 'Nayarit', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 21.7514, 'Long_': -104.8455, 'Confirmed': 11197, 'Recovered': 0, 'Deaths': 1716, 'Active': 9481, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Nayarit, Mexico'}","{'x': -104.84549999999996, 'y': 21.751400000000046}"
"{'OBJECTID': 407, 'Province_State': 'Nuevo Leon', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 25.5922, 'Long_': -99.9962, 'Confirmed': 118441, 'Recovered': 0, 'Deaths': 8861, 'Active': 109580, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Nuevo Leon, Mexico'}","{'x': -99.99619999999999, 'y': 25.592200000000048}"
"{'OBJECTID': 408, 'Province_State': 'Oaxaca', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 17.0732, 'Long_': -96.7266, 'Confirmed': 43001, 'Recovered': 0, 'Deaths': 3156, 'Active': 39845, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Oaxaca, Mexico'}","{'x': -96.72659999999996, 'y': 17.073200000000043}"
"{'OBJECTID': 409, 'Province_State': 'Puebla', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 19.0414, 'Long_': -98.2063, 'Confirmed': 76211, 'Recovered': 0, 'Deaths': 9786, 'Active': 66425, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Puebla, Mexico'}","{'x': -98.20629999999994, 'y': 19.041400000000067}"
"{'OBJECTID': 410, 'Province_State': 'Queretaro', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 20.5888, 'Long_': -100.3899, 'Confirmed': 62558, 'Recovered': 0, 'Deaths': 3747, 'Active': 58811, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Queretaro, Mexico'}","{'x': -100.38989999999995, 'y': 20.58880000000005}"
"{'OBJECTID': 411, 'Province_State': 'Quintana Roo', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 19.1817, 'Long_': -88.4791, 'Confirmed': 20888, 'Recovered': 0, 'Deaths': 2467, 'Active': 18421, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Quintana Roo, Mexico'}","{'x': -88.47909999999996, 'y': 19.181700000000035}"
"{'OBJECTID': 412, 'Province_State': 'San Luis Potosi', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 22.1565, 'Long_': -100.9855, 'Confirmed': 59762, 'Recovered': 0, 'Deaths': 4854, 'Active': 54908, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'San Luis Potosi, Mexico'}","{'x': -100.98549999999994, 'y': 22.15650000000005}"
"{'OBJECTID': 413, 'Province_State': 'Sinaloa', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 25.1721, 'Long_': -107.4795, 'Confirmed': 35465, 'Recovered': 0, 'Deaths': 5545, 'Active': 29920, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Sinaloa, Mexico'}","{'x': -107.47949999999996, 'y': 25.172100000000057}"
"{'OBJECTID': 414, 'Province_State': 'Sonora', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 29.2972, 'Long_': -110.3309, 'Confirmed': 69482, 'Recovered': 0, 'Deaths': 6189, 'Active': 63293, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Sonora, Mexico'}","{'x': -110.3309, 'y': 29.297200000000032}"
"{'OBJECTID': 415, 'Province_State': 'Tabasco', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 17.8409, 'Long_': -92.6189, 'Confirmed': 60033, 'Recovered': 0, 'Deaths': 3820, 'Active': 56213, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Tabasco, Mexico'}","{'x': -92.61889999999994, 'y': 17.840900000000033}"
"{'OBJECTID': 416, 'Province_State': 'Tamaulipas', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 24.2669, 'Long_': -98.8363, 'Confirmed': 53432, 'Recovered': 0, 'Deaths': 4496, 'Active': 48936, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Tamaulipas, Mexico'}","{'x': -98.83629999999994, 'y': 24.26690000000008}"
"{'OBJECTID': 417, 'Province_State': 'Tlaxcala', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 19.3139, 'Long_': -98.2404, 'Confirmed': 18145, 'Recovered': 0, 'Deaths': 2255, 'Active': 15890, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Tlaxcala, Mexico'}","{'x': -98.24039999999997, 'y': 19.313900000000046}"
"{'OBJECTID': 418, 'Province_State': 'Unknown', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': None, 'Long_': None, 'Confirmed': 0, 'Recovered': 1740254, 'Deaths': 0, 'Active': -1740254, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Unknown, Mexico'}",
"{'OBJECTID': 419, 'Province_State': 'Veracruz', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 19.1738, 'Long_': -96.1342, 'Confirmed': 57004, 'Recovered': 0, 'Deaths': 8629, 'Active': 48375, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Veracruz, Mexico'}","{'x': -96.13419999999996, 'y': 19.17380000000003}"
"{'OBJECTID': 420, 'Province_State': 'Yucatan', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 20.7099, 'Long_': -89.0943, 'Confirmed': 34462, 'Recovered': 0, 'Deaths': 3260, 'Active': 31202, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Yucatan, Mexico'}","{'x': -89.09429999999996, 'y': 20.70990000000006}"
"{'OBJECTID': 421, 'Province_State': 'Zacatecas', 'Country_Region': 'Mexico', 'Last_Update': 1616502373000, 'Lat': 22.7709, 'Long_': -102.5832, 'Confirmed': 28450, 'Recovered': 0, 'Deaths': 2619, 'Active': 25831, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Zacatecas, Mexico'}","{'x': -102.58319999999998, 'y': 22.77090000000004}"
"{'OBJECTID': 422, 'Province_State': None, 'Country_Region': 'Micronesia', 'Last_Update': 1616502373000, 'Lat': 7.4256, 'Long_': 150.5508, 'Confirmed': 1, 'Recovered': 1, 'Deaths': 0, 'Active': 0, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Micronesia'}","{'x': 150.55080000000007, 'y': 7.425600000000032}"
"{'OBJECTID': 423, 'Province_State': None, 'Country_Region': 'Moldova', 'Last_Update': 1616502373000, 'Lat': 47.4116, 'Long_': 28.3699, 'Confirmed': 216094, 'Recovered': 189875, 'Deaths': 4590, 'Active': 21629, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Moldova'}","{'x': 28.36990000000003, 'y': 47.41160000000008}"
"{'OBJECTID': 424, 'Province_State': None, 'Country_Region': 'Monaco', 'Last_Update': 1616502373000, 'Lat': 43.7333, 'Long_': 7.4167, 'Confirmed': 2182, 'Recovered': 2020, 'Deaths': 27, 'Active': 135, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Monaco'}","{'x': 7.416700000000048, 'y': 43.73330000000004}"
"{'OBJECTID': 425, 'Province_State': None, 'Country_Region': 'Mongolia', 'Last_Update': 1616502373000, 'Lat': 46.8625, 'Long_': 103.8467, 'Confirmed': 5392, 'Recovered': 3758, 'Deaths': 5, 'Active': 1629, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Mongolia'}","{'x': 103.84670000000006, 'y': 46.86250000000006}"
"{'OBJECTID': 426, 'Province_State': None, 'Country_Region': 'Montenegro', 'Last_Update': 1616502373000, 'Lat': 42.708678, 'Long_': 19.37439, 'Confirmed': 87638, 'Recovered': 78351, 'Deaths': 1208, 'Active': 8079, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Montenegro'}","{'x': 19.374390000000066, 'y': 42.70867800000008}"
"{'OBJECTID': 427, 'Province_State': None, 'Country_Region': 'Morocco', 'Last_Update': 1616502373000, 'Lat': 31.7917, 'Long_': -7.0926, 'Confirmed': 491834, 'Recovered': 479557, 'Deaths': 8769, 'Active': 3508, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Morocco'}","{'x': -7.092599999999948, 'y': 31.79170000000005}"
"{'OBJECTID': 428, 'Province_State': None, 'Country_Region': 'Mozambique', 'Last_Update': 1616502373000, 'Lat': -18.665695, 'Long_': 35.529562, 'Confirmed': 66306, 'Recovered': 52882, 'Deaths': 747, 'Active': 12677, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Mozambique'}","{'x': 35.529562000000055, 'y': -18.66569499999997}"
"{'OBJECTID': 429, 'Province_State': None, 'Country_Region': 'Namibia', 'Last_Update': 1616502373000, 'Lat': -22.9576, 'Long_': 18.4904, 'Confirmed': 42653, 'Recovered': 39504, 'Deaths': 494, 'Active': 2655, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Namibia'}","{'x': 18.490400000000022, 'y': -22.957599999999957}"
"{'OBJECTID': 430, 'Province_State': None, 'Country_Region': 'Nepal', 'Last_Update': 1616502373000, 'Lat': 28.1667, 'Long_': 84.25, 'Confirmed': 276244, 'Recovered': 272097, 'Deaths': 3019, 'Active': 1128, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Nepal'}","{'x': 84.25000000000007, 'y': 28.16670000000005}"
"{'OBJECTID': 431, 'Province_State': 'Aruba', 'Country_Region': 'Netherlands', 'Last_Update': 1616502373000, 'Lat': 12.5211, 'Long_': -69.9683, 'Confirmed': 8800, 'Recovered': 8292, 'Deaths': 82, 'Active': 426, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Aruba, Netherlands'}","{'x': -69.96829999999994, 'y': 12.521100000000049}"
"{'OBJECTID': 432, 'Province_State': 'Bonaire, Sint Eustatius and Saba', 'Country_Region': 'Netherlands', 'Last_Update': 1610148147000, 'Lat': 12.1784, 'Long_': -68.2385, 'Confirmed': 196, 'Recovered': 180, 'Deaths': 3, 'Active': 13, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Bonaire, Sint Eustatius and Saba, Netherlands'}","{'x': -68.23849999999999, 'y': 12.178400000000067}"
"{'OBJECTID': 433, 'Province_State': 'Curacao', 'Country_Region': 'Netherlands', 'Last_Update': 1616502373000, 'Lat': 12.1696, 'Long_': -68.99, 'Confirmed': 6041, 'Recovered': 4857, 'Deaths': 24, 'Active': 1160, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Curacao, Netherlands'}","{'x': -68.98999999999995, 'y': 12.16960000000006}"
"{'OBJECTID': 434, 'Province_State': 'Drenthe', 'Country_Region': 'Netherlands', 'Last_Update': 1616502373000, 'Lat': 52.862485, 'Long_': 6.618435, 'Confirmed': 24996, 'Recovered': 0, 'Deaths': 319, 'Active': 24677, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Drenthe, Netherlands'}","{'x': 6.618435000000034, 'y': 52.86248500000005}"
"{'OBJECTID': 435, 'Province_State': 'Flevoland', 'Country_Region': 'Netherlands', 'Last_Update': 1616502373000, 'Lat': 52.550383, 'Long_': 5.515162, 'Confirmed': 27902, 'Recovered': 0, 'Deaths': 225, 'Active': 27677, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Flevoland, Netherlands'}","{'x': 5.515162000000032, 'y': 52.55038300000006}"
"{'OBJECTID': 436, 'Province_State': 'Friesland', 'Country_Region': 'Netherlands', 'Last_Update': 1616502373000, 'Lat': 53.087337, 'Long_': 5.7925, 'Confirmed': 30587, 'Recovered': 0, 'Deaths': 436, 'Active': 30151, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Friesland, Netherlands'}","{'x': 5.792500000000075, 'y': 53.08733700000005}"
"{'OBJECTID': 437, 'Province_State': 'Gelderland', 'Country_Region': 'Netherlands', 'Last_Update': 1616502373000, 'Lat': 52.061738, 'Long_': 5.939114, 'Confirmed': 133910, 'Recovered': 0, 'Deaths': 1868, 'Active': 132042, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Gelderland, Netherlands'}","{'x': 5.939114000000075, 'y': 52.06173800000005}"
"{'OBJECTID': 438, 'Province_State': 'Groningen', 'Country_Region': 'Netherlands', 'Last_Update': 1616502373000, 'Lat': 53.217922, 'Long_': 6.741514, 'Confirmed': 29296, 'Recovered': 0, 'Deaths': 223, 'Active': 29073, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Groningen, Netherlands'}","{'x': 6.741514000000052, 'y': 53.21792200000005}"
"{'OBJECTID': 439, 'Province_State': 'Limburg', 'Country_Region': 'Netherlands', 'Last_Update': 1616502373000, 'Lat': 51.209227, 'Long_': 5.93387, 'Confirmed': 78459, 'Recovered': 0, 'Deaths': 1497, 'Active': 76962, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Limburg, Netherlands'}","{'x': 5.93387000000007, 'y': 51.209227000000055}"
"{'OBJECTID': 440, 'Province_State': 'Noord-Brabant', 'Country_Region': 'Netherlands', 'Last_Update': 1616502373000, 'Lat': 51.561174, 'Long_': 5.184942, 'Confirmed': 190301, 'Recovered': 0, 'Deaths': 2972, 'Active': 187329, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Noord-Brabant, Netherlands'}","{'x': 5.184942000000035, 'y': 51.56117400000005}"
"{'OBJECTID': 441, 'Province_State': 'Noord-Holland', 'Country_Region': 'Netherlands', 'Last_Update': 1616502373000, 'Lat': 52.600906, 'Long_': 4.918688, 'Confirmed': 209757, 'Recovered': 0, 'Deaths': 2352, 'Active': 207405, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Noord-Holland, Netherlands'}","{'x': 4.9186880000000315, 'y': 52.600906000000066}"
"{'OBJECTID': 442, 'Province_State': 'Overijssel', 'Country_Region': 'Netherlands', 'Last_Update': 1616502373000, 'Lat': 52.444558, 'Long_': 6.441722, 'Confirmed': 82071, 'Recovered': 0, 'Deaths': 1056, 'Active': 81015, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Overijssel, Netherlands'}","{'x': 6.441722000000027, 'y': 52.44455800000003}"
"{'OBJECTID': 443, 'Province_State': 'Sint Maarten', 'Country_Region': 'Netherlands', 'Last_Update': 1616502373000, 'Lat': 18.0425, 'Long_': -63.0548, 'Confirmed': 2104, 'Recovered': 2058, 'Deaths': 27, 'Active': 19, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Sint Maarten, Netherlands'}","{'x': -63.05479999999994, 'y': 18.042500000000075}"
"{'OBJECTID': 444, 'Province_State': 'Unknown', 'Country_Region': 'Netherlands', 'Last_Update': 1616502373000, 'Lat': None, 'Long_': None, 'Confirmed': 2393, 'Recovered': 0, 'Deaths': 11, 'Active': 2382, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Unknown, Netherlands'}",
"{'OBJECTID': 445, 'Province_State': 'Utrecht', 'Country_Region': 'Netherlands', 'Last_Update': 1616502373000, 'Lat': 52.084251, 'Long_': 5.163824, 'Confirmed': 94929, 'Recovered': 0, 'Deaths': 1179, 'Active': 93750, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Utrecht, Netherlands'}","{'x': 5.163824000000034, 'y': 52.084251000000044}"
"{'OBJECTID': 446, 'Province_State': 'Zeeland', 'Country_Region': 'Netherlands', 'Last_Update': 1616502373000, 'Lat': 51.47936, 'Long_': 3.861559, 'Confirmed': 19230, 'Recovered': 0, 'Deaths': 207, 'Active': 19023, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Zeeland, Netherlands'}","{'x': 3.8615590000000566, 'y': 51.47936000000004}"
"{'OBJECTID': 447, 'Province_State': 'Zuid-Holland', 'Country_Region': 'Netherlands', 'Last_Update': 1616502373000, 'Lat': 51.937835, 'Long_': 4.462114, 'Confirmed': 283975, 'Recovered': 0, 'Deaths': 3945, 'Active': 280030, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Zuid-Holland, Netherlands'}","{'x': 4.462114000000042, 'y': 51.937835000000064}"
"{'OBJECTID': 448, 'Province_State': None, 'Country_Region': 'New Zealand', 'Last_Update': 1616502373000, 'Lat': -40.9006, 'Long_': 174.886, 'Confirmed': 2462, 'Recovered': 2373, 'Deaths': 26, 'Active': 63, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'New Zealand'}","{'x': 174.88600000000008, 'y': -40.90059999999994}"
"{'OBJECTID': 449, 'Province_State': None, 'Country_Region': 'Nicaragua', 'Last_Update': 1616502373000, 'Lat': 12.865416, 'Long_': -85.207229, 'Confirmed': 6582, 'Recovered': 4225, 'Deaths': 176, 'Active': 2181, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Nicaragua'}","{'x': -85.20722899999998, 'y': 12.86541600000004}"
"{'OBJECTID': 450, 'Province_State': None, 'Country_Region': 'Niger', 'Last_Update': 1616502373000, 'Lat': 17.607789, 'Long_': 8.081666, 'Confirmed': 4928, 'Recovered': 4541, 'Deaths': 185, 'Active': 202, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Niger'}","{'x': 8.081666000000041, 'y': 17.607789000000025}"
"{'OBJECTID': 451, 'Province_State': None, 'Country_Region': 'Nigeria', 'Last_Update': 1616502373000, 'Lat': 9.082, 'Long_': 8.6753, 'Confirmed': 161868, 'Recovered': 148125, 'Deaths': 2030, 'Active': 11713, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Nigeria'}","{'x': 8.67530000000005, 'y': 9.08200000000005}"
"{'OBJECTID': 452, 'Province_State': None, 'Country_Region': 'North Macedonia', 'Last_Update': 1616502373000, 'Lat': 41.6086, 'Long_': 21.7453, 'Confirmed': 119828, 'Recovered': 101474, 'Deaths': 3503, 'Active': 14851, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'North Macedonia'}","{'x': 21.745300000000043, 'y': 41.60860000000008}"
"{'OBJECTID': 453, 'Province_State': None, 'Country_Region': 'Norway', 'Last_Update': 1616502373000, 'Lat': 60.472, 'Long_': 8.4689, 'Confirmed': 88035, 'Recovered': 17998, 'Deaths': 649, 'Active': 69388, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Norway'}","{'x': 8.468900000000076, 'y': 60.47200000000004}"
"{'OBJECTID': 454, 'Province_State': None, 'Country_Region': 'Oman', 'Last_Update': 1616502373000, 'Lat': 21.512583, 'Long_': 55.923255, 'Confirmed': 152364, 'Recovered': 139846, 'Deaths': 1633, 'Active': 10885, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Oman'}","{'x': 55.92325500000004, 'y': 21.512583000000063}"
"{'OBJECTID': 455, 'Province_State': 'Azad Jammu and Kashmir', 'Country_Region': 'Pakistan', 'Last_Update': 1616502373000, 'Lat': 34.027401, 'Long_': 73.947253, 'Confirmed': 11792, 'Recovered': 10406, 'Deaths': 338, 'Active': 1048, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Azad Jammu and Kashmir, Pakistan'}","{'x': 73.94725300000005, 'y': 34.027401000000054}"
"{'OBJECTID': 456, 'Province_State': 'Balochistan', 'Country_Region': 'Pakistan', 'Last_Update': 1616502373000, 'Lat': 28.328492, 'Long_': 65.898403, 'Confirmed': 19347, 'Recovered': 18958, 'Deaths': 203, 'Active': 186, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Balochistan, Pakistan'}","{'x': 65.89840300000003, 'y': 28.32849200000004}"
"{'OBJECTID': 457, 'Province_State': 'Gilgit-Baltistan', 'Country_Region': 'Pakistan', 'Last_Update': 1616502373000, 'Lat': 35.792146, 'Long_': 74.982138, 'Confirmed': 4974, 'Recovered': 4856, 'Deaths': 103, 'Active': 15, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Gilgit-Baltistan, Pakistan'}","{'x': 74.98213800000008, 'y': 35.79214600000006}"
"{'OBJECTID': 458, 'Province_State': 'Islamabad', 'Country_Region': 'Pakistan', 'Last_Update': 1616502373000, 'Lat': 33.665087, 'Long_': 73.121219, 'Confirmed': 52676, 'Recovered': 45818, 'Deaths': 548, 'Active': 6310, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Islamabad, Pakistan'}","{'x': 73.12121900000005, 'y': 33.66508700000003}"
"{'OBJECTID': 459, 'Province_State': 'Khyber Pakhtunkhwa', 'Country_Region': 'Pakistan', 'Last_Update': 1616502373000, 'Lat': 34.485332, 'Long_': 72.09169, 'Confirmed': 80519, 'Recovered': 72500, 'Deaths': 2225, 'Active': 5794, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Khyber Pakhtunkhwa, Pakistan'}","{'x': 72.09169000000003, 'y': 34.48533200000003}"
"{'OBJECTID': 460, 'Province_State': 'Punjab', 'Country_Region': 'Pakistan', 'Last_Update': 1616502373000, 'Lat': 30.811346, 'Long_': 72.139132, 'Confirmed': 200969, 'Recovered': 178898, 'Deaths': 6039, 'Active': 16032, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Punjab, Pakistan'}","{'x': 72.13913200000007, 'y': 30.81134600000007}"
"{'OBJECTID': 461, 'Province_State': 'Sindh', 'Country_Region': 'Pakistan', 'Last_Update': 1616502373000, 'Lat': 26.009446, 'Long_': 68.776807, 'Confirmed': 263464, 'Recovered': 253835, 'Deaths': 4479, 'Active': 5150, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Sindh, Pakistan'}","{'x': 68.77680700000008, 'y': 26.009446000000025}"
"{'OBJECTID': 462, 'Province_State': None, 'Country_Region': 'Panama', 'Last_Update': 1616502373000, 'Lat': 8.538, 'Long_': -80.7821, 'Confirmed': 351213, 'Recovered': 339961, 'Deaths': 6052, 'Active': 5200, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Panama'}","{'x': -80.78209999999996, 'y': 8.538000000000068}"
"{'OBJECTID': 463, 'Province_State': None, 'Country_Region': 'Papua New Guinea', 'Last_Update': 1616502373000, 'Lat': -6.314993, 'Long_': 143.95555, 'Confirmed': 3359, 'Recovered': 846, 'Deaths': 36, 'Active': 2875, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Papua New Guinea'}","{'x': 143.95555000000002, 'y': -6.314992999999959}"
"{'OBJECTID': 464, 'Province_State': None, 'Country_Region': 'Paraguay', 'Last_Update': 1616502373000, 'Lat': -23.4425, 'Long_': -58.4438, 'Confirmed': 196112, 'Recovered': 161319, 'Deaths': 3769, 'Active': 31024, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Paraguay'}","{'x': -58.44379999999995, 'y': -23.44249999999994}"
"{'OBJECTID': 465, 'Province_State': 'Amazonas', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -5.077253, 'Long_': -78.050172, 'Confirmed': 22432, 'Recovered': 0, 'Deaths': 352, 'Active': 22080, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Amazonas, Peru'}","{'x': -78.05017199999998, 'y': -5.077252999999928}"
"{'OBJECTID': 466, 'Province_State': 'Ancash', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -9.407125, 'Long_': -77.671795, 'Confirmed': 47774, 'Recovered': 0, 'Deaths': 2021, 'Active': 45753, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Ancash, Peru'}","{'x': -77.67179499999997, 'y': -9.40712499999995}"
"{'OBJECTID': 467, 'Province_State': 'Apurimac', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -14.027713, 'Long_': -72.975378, 'Confirmed': 12725, 'Recovered': 0, 'Deaths': 303, 'Active': 12422, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Apurimac, Peru'}","{'x': -72.97537799999998, 'y': -14.027712999999949}"
"{'OBJECTID': 468, 'Province_State': 'Arequipa', 'Country_Region': 'Peru', 'Last_Update': 1616502373000, 'Lat': -15.843524, 'Long_': -72.475539, 'Confirmed': 63978, 'Recovered': 0, 'Deaths': 2102, 'Active': 61876, 'Admin2': None, 'FIPS': None, 'Combined_Key': 'Arequipa, Peru'}","{'x': -72.47553899999997, 'y': -15.843523999999944}"
